a	/a/
harcèlement	/ʼaʁsɛlmɑ̃/
harcèlements	/ʼaʁsɛlmɑ̃/
harceler	/ʼaʁsəle/
harcelés	/ʼaʁsəle/
harcelez	/ʼaʁsəle/
harceliez	/ʼaʁsəlje/
hard	/ʼaʁd/
hardes	/ʼaʁd/
hardi	/ʼaʁdi/
hardiesse	/ʼaʁdjɛs/
hardiment	/ʼaʁdimɑ̃/
hardis	/ʼaʁdi/
hardware	/ʼaʁdwɛʁ/
harem	/ʼaʁɛm/
hareng	/ʼaʁɑ̃/
harengs	/ʼaʁɑ̃/
hargne	/ʼaʁɲ/
hargneuse	/ʼaʁɲøz/
hargneux	/ʼaʁɲø/
haricot	/ʼaʁiko/
haricots	/ʼaʁiko/
harmonica	/aʁmɔnika/
harmonie	/aʁmɔni/
harmonies	/aʁmɔni/
harmonieuse	/aʁmɔnjøz/
harmonieusement	/aʁmɔnjøzmɑ̃/
harmonieuses	/aʁmɔnjøz/
harmonieux	/aʁmɔnjø/
harmonique	/aʁmɔnik/
harmoniques	/aʁmɔnik/
harmonise	/aʁmɔniz/
harmoniser	/aʁmɔnize/
harmonium	/aʁmɔnjɔm/
harnachés	/ʼaʁnaʃe/
harnais	/ʼaʁnɛ/
haro	/ʼaʁo/
harpe	/ʼaʁp/
harpes	/ʼaʁp/
harpie	/ʼaʁpi/
harpies	/ʼaʁpi/
harpiste	/ʼaʁpist/
harpon	/ʼaʁpɔ̃/
harponné	/ʼaʁpɔne/
harponner	/ʼaʁpɔne/
harponneur	/ʼaʁpɔnœʁ/
harpons	/ʼaʁpɔ̃/
hasard	/ʼazaʁ/
hasarder	/ʼazaʁde/
hasardeuse	/ʼazaʁdøz/
hasardeux	/ʼazaʁdø/
hasards	/ʼazaʁ/
hasch	/ʼaʃ/
haschich	/ʼaʃiʃ/
haschisch	/ʼaʃiʃ/
hâte	/ʼat/
hâté	/ʼate/
hâter	/ʼate/
hâtez	/ʼate/
hâtif	/ʼatif/
hâtifs	/ʼatif/
hâtive	/ʼativ/
hâtivement	/ʼativmɑ̃/
hâtives	/ʼativ/
haubans	/ʼobɑ̃/
hausse	/ʼos/
haussé	/ʼose/
haussement	/ʼosmɑ̃/
hausser	/ʼose/
hausses	/ʼos/
haussez	/ʼose/
Haussmann	/osman/
haut	/ʼo/
hautain	/ʼotɛ̃/
hautaine	/ʼotɛn/
hautains	/ʼotɛ̃/
hautbois	/ʼobwa/
haute	/ʼot/
hautement	/ʼotmɑ̃/
hautes	/ʼot/
hauteur	/ʼotœʁ/
hauteurs	/ʼotœʁ/
hauts	/ʼo/, /ʼot/
havane	/ʼavan/
Havane	/ʼavan/
havanes	/ʼavan/
havre	/ʼavʁ/
Havre	/ʼavʁ/
hawaïen	/awajɛ̃/
hawaïenne	/awajɛn/
hawaïennes	/awajɛn/
hawaïens	/awajɛ̃/
Hawaii	/awaj/
hawaiien	/awajɛ̃/
hawaiienne	/awajɛn/
Haydn	/ajdən/
Haye	/ʼɛ/
hayon	/ʼajɔ̃/
hé	/ʼe/
heaume	/ʼom/
hebdo	/ɛbdo/
hebdomadaire	/ɛbdɔmadɛʁ/
hebdomadaires	/ɛbdɔmadɛʁ/
héberge	/ebɛʁʒ/
hébergé	/ebɛʁʒe/
hébergeait	/ebɛʁʒɛ/
hébergeant	/ebɛʁʒɑ̃/
hébergée	/ebɛʁʒe/
hébergement	/ebɛʁʒəmɑ̃/
hébergent	/ebɛʁʒ/
héberger	/ebɛʁʒe/
héberges	/ebɛʁʒ/
hébergés	/ebɛʁʒe/
hébergez	/ebɛʁʒe/
hébété	/ebete/
hébétée	/ebete/
hébraïque	/ebʁaik/
hébreu	/ebʁø/
Hébrides	/ebʁid/
hécatombe	/ekatɔ̃b/
hectare	/ɛktaʁ/
hectares	/ɛktaʁ/
hédonisme	/edɔnism/
hédoniste	/edɔnist/
hégémonie	/eʒemɔni/
hein	/ʼɛ̃/
hélas	/ʼelas/
héler	/ʼele/
hélice	/elis/
hélices	/elis/
hélico	/eliko/
hélicoptère	/elikɔptɛʁ/
hélicoptères	/elikɔptɛʁ/
Hélios	/eljos/
héliotrope	/eljɔtʁɔp/
héliport	/elipɔʁ/
héliportée	/elipɔʁte/
hélium	/eljɔm/
hello	/ʼɛlo/
Héloïse	/elɔiz/
Helsinki	/ʼɛlsinki/
hem	/ʼɛm/
hématies	/emasi/
hématologie	/ematɔlɔʒi/
hématome	/ematom/
hématomes	/ematom/
hémisphère	/emisfɛʁ/
hémisphères	/emisfɛʁ/
hémoglobine	/emɔglɔbin/
hémophile	/emɔfil/
hémophiles	/emɔfil/
hémophilie	/emɔfili/
hémorragie	/emɔʁaʒi/
hémorragies	/emɔʁaʒi/
hémorragique	/emɔʁaʒik/
hémorragiques	/emɔʁaʒik/
hémorroïdes	/emɔʁɔid/
hémostatique	/emɔstatik/
henné	/ʼene/
hennie	/ʼeni/
hennir	/ʼeniʁ/
hennissement	/ʼenismɑ̃/
hennissements	/ʼenismɑ̃/
hennit	/ʼeni/
Henri	/ɑ̃ʁi/
hep	/ʼɛp/
hépatique	/epatik/
hépatiques	/epatik/
hépatite	/epatit/
hépatites	/epatit/
Héphaïstos	/efaistos/
Héra	/eʁa/
Héraclès	/eʁaklɛs/
Héraclite	/eʁaklit/
héraut	/ʼeʁo/
herbages	/ɛʁbaʒ/
herbe	/ɛʁb/
herbes	/ɛʁb/
herbicide	/ɛʁbisid/
herbivore	/ɛʁbivɔʁ/
herbivores	/ɛʁbivɔʁ/
herboriste	/ɛʁbɔʁist/
hercule	/ɛʁkyl/
Hercule	/ɛʁkyl/
hercules	/ɛʁkyl/
hère	/ʼɛʁ/
héréditaire	/eʁeditɛʁ/
héréditaires	/eʁeditɛʁ/
hérédité	/eʁedite/
hères	/ʼɛʁ/
hérésie	/eʁezi/
hérésies	/eʁezi/
hérétique	/eʁetik/
hérétiques	/eʁetik/
hérisse	/ʼeʁis/
hérissé	/ʼeʁise/
hérisser	/ʼeʁise/
hérissés	/ʼeʁise/
hérisson	/ʼeʁisɔ̃/
hérissons	/ʼeʁisɔ̃/
héritage	/eʁitaʒ/
héritages	/eʁitaʒ/
héritait	/eʁitɛ/
hérite	/eʁit/
hérité	/eʁite/
héritée	/eʁite/
héritent	/eʁit/
hériter	/eʁite/
héritera	/eʁitəʁa/
hériterai	/eʁitəʁɛ/
hériterait	/eʁitəʁɛ/
hériteras	/eʁitəʁa/
hériterez	/eʁitəʁe/
hériteront	/eʁitəʁɔ̃/
hérites	/eʁit/
hérités	/eʁite/
héritez	/eʁite/
héritier	/eʁitje/
héritière	/eʁitjɛʁ/
héritières	/eʁitjɛʁ/
héritiers	/eʁitje/
hermaphrodite	/ɛʁmafʁɔdit/
hermaphrodites	/ɛʁmafʁɔdit/
Hermès	/ɛʁmɛs/
hermétique	/ɛʁmetik/
hermétiquement	/ɛʁmetikmɑ̃/
hermétiques	/ɛʁmetik/
hermine	/ɛʁmin/
hernie	/ʼɛʁni/
hernies	/ʼɛʁni/
Hérode	/eʁɔd/
héroïne	/eʁɔin/
héroïnes	/eʁɔin/
héroïnomane	/eʁɔinɔman/
héroïque	/eʁɔik/
héroïquement	/eʁɔikmɑ̃/
héroïques	/eʁɔik/
héroïsme	/eʁɔism/
héron	/ʼeʁɔ̃/
hérons	/ʼeʁɔ̃/
héros	/ʼeʁo/
herpès	/ɛʁpɛs/
herse	/ʼɛʁs/
hertz	/ʼɛʁts/
hésita	/ezita/
hésitais	/ezitɛ/
hésitait	/ezitɛ/
hésitant	/ezitɑ̃/
hésitante	/ezitɑ̃t/
hésitants	/ezitɑ̃/
hésitation	/ezitasjɔ̃/
hésitations	/ezitasjɔ̃/
hésite	/ezit/
hésité	/ezite/
hésitent	/ezit/
hésiter	/ezite/
hésitera	/ezitəʁa/
hésiterai	/ezitəʁɛ/
hésiteraient	/ezitəʁɛ/
hésiterais	/ezitəʁɛ/
hésiterait	/ezitəʁɛ/
hésiterons	/ezitəʁɔ̃/
hésiteront	/ezitəʁɔ̃/
hésites	/ezit/
hésitez	/ezite/
hésitiez	/ezitje/
hésitons	/ezitɔ̃/
hétéro	/eteʁo/
hétéroclite	/eteʁɔklit/
hétérosexualité	/eteʁɔsɛksyalite/
hétérosexuel	/eteʁɔsɛksyɛl/
hétérosexuelle	/eteʁɔsɛksyɛl/
hétérosexuelles	/eteʁɔsɛksyɛl/
hétérosexuels	/eteʁɔsɛksyɛl/
hêtre	/ʼɛtʁ/
heu	/ʼø/
heur	/œʁ/
heure	/œʁ/
heures	/œʁ/
heureuse	/œʁøz/
heureusement	/œʁøzmɑ̃/
heureuses	/œʁøz/
heureux	/œʁø/
heurs	/œʁ/
heurt	/ʼœʁ/
heurta	/ʼœʁta/
heurtait	/ʼœʁtɛ/
heurtant	/ʼœʁtɑ̃/
heurte	/ʼœʁt/
heurté	/ʼœʁte/
heurtée	/ʼœʁte/
heurtent	/ʼœʁt/
heurter	/ʼœʁte/
heurtes	/ʼœʁt/
heurtés	/ʼœʁte/
heurtez	/ʼœʁte/
heurtoir	/ʼœʁtwaʁ/
heurts	/ʼœʁ/
hexagone	/ɛgzagɔn/
hi	/ʼi/
hiatus	/jatys/
hibernation	/ibɛʁnasjɔ̃/
hiberne	/ibɛʁn/
hiberné	/ibɛʁne/
hibernent	/ibɛʁn/
hiberner	/ibɛʁne/
hibiscus	/ibiskys/
hibou	/ʼibu/
hic	/ʼik/
hidalgo	/idalgo/
hideuse	/ʼidøz/
hideuses	/ʼidøz/
hideux	/ʼidø/
hier	/ijɛʁ/
hiérarchie	/ʼjeʁaʁʃi/
hiérarchique	/ʼjeʁaʁʃik/
hiérarchiques	/ʼjeʁaʁʃik/
hiéroglyphe	/ʼjeʁɔglif/
hiéroglyphes	/ʼjeʁɔglif/
hilarant	/ilaʁɑ̃/
hilarante	/ilaʁɑ̃t/
hilarantes	/ilaʁɑ̃t/
hilarants	/ilaʁɑ̃/
hilare	/ilaʁ/
hilarité	/ilaʁite/
Himalaya	/imalaja/
hindi	/ʼindi/
hindou	/ɛ̃du/
hindouisme	/ɛ̃duism/
hindous	/ɛ̃du/
hip	/ʼip/
hippie	/ʼipi/
hippies	/ʼipi/
hippique	/ipik/
hippiques	/ipik/
hippo	/ipo/
hippocampe	/ipɔkɑ̃p/
hippocampes	/ipɔkɑ̃p/
Hippocrate	/ipɔkʁat/
hippodrome	/ipɔdʁom/
hippopotame	/ipɔpɔtam/
hippopotames	/ipɔpɔtam/
hippos	/ipo/
hippy	/ʼipi/
hirondelle	/iʁɔ̃dɛl/
hirondelles	/iʁɔ̃dɛl/
Hiroshima	/iʁɔʃima/
hirsute	/iʁsyt/
hirsutes	/iʁsyt/
hispanique	/ispanik/
hispaniques	/ispanik/
hisse	/ʼis/
hissé	/ʼise/
hissée	/ʼise/
hisser	/ʼise/
hissez	/ʼise/
hissons	/ʼisɔ̃/
histoire	/istwaʁ/
histoires	/istwaʁ/
histologie	/istɔlɔʒi/
histologique	/istɔlɔʒik/
historien	/istɔʁjɛ̃/
historienne	/istɔʁjɛn/
historiens	/istɔʁjɛ̃/
historique	/istɔʁik/
historiquement	/istɔʁikmɑ̃/
historiques	/istɔʁik/
hit	/ʼit/
hitlérienne	/itleʁjɛn/
hitlériennes	/itleʁjɛn/
hittites	/ʼitit/
hiver	/ivɛʁ/
hivernal	/ivɛʁnal/
hivernale	/ivɛʁnal/
hivers	/ivɛʁ/
ho	/ʼo/
hobby	/ʼɔbi/
hochant	/ʼɔʃɑ̃/
hoche	/ʼɔʃ/
hoché	/ʼɔʃe/
hochement	/ʼɔʃmɑ̃/
hocher	/ʼɔʃe/
hochet	/ʼɔʃɛ/
hochez	/ʼɔʃe/
hockey	/ʼɔkɛ/
hockeyeur	/ʼɔkɛjœʁ/
hockeyeurs	/ʼɔkɛjœʁ/
Hodgkin	/ʼɔdʒkin/
holà	/ʼɔla/
holding	/ʼɔldiŋ/
holdings	/ʼɔldiŋ/
hollandais	/ʼɔlɑ̃dɛ/
hollandaise	/ʼɔlɑ̃dɛz/
hollandaises	/ʼɔlɑ̃dɛz/
hollande	/ʼɔlɑ̃d/
Hollande	/ʼɔlɑ̃d/
hollywoodien	/ʼɔliwudjɛ̃/
hollywoodienne	/ʼɔliwudjɛn/
hollywoodiennes	/ʼɔliwudjɛn/
hollywoodiens	/ʼɔliwudjɛ̃/
holocauste	/ɔlɔkost/
hologramme	/ɔlɔgʁam/
hologrammes	/ɔlɔgʁam/
homard	/ʼɔmaʁ/
homards	/ʼɔmaʁ/
home	/ʼom/
homélie	/ɔmeli/
homéopathie	/ɔmeɔpati/
homéopathique	/ɔmeɔpatik/
Homère	/ɔmɛʁ/
homes	/ʼom/
homicide	/ɔmisid/
homicides	/ɔmisid/
hommage	/ɔmaʒ/
hommages	/ɔmaʒ/
homme	/ɔm/
hommes	/ɔm/
homo	/ɔmo/
homogène	/ɔmɔʒɛn/
homologation	/ɔmɔlɔgasjɔ̃/
homologue	/ɔmɔlɔg/
homologué	/ɔmɔlɔge/
homologues	/ɔmɔlɔg/
homoncule	/ɔmɔ̃kyl/
homonyme	/ɔmɔnim/
homonymes	/ɔmɔnim/
homophobe	/ɔmɔfɔb/
homophobie	/ɔmɔfɔbi/
homos	/ɔmo/
homosexualité	/ɔmɔsɛksɥalite/
homosexuel	/ɔmɔsɛksɥɛl/
homosexuelle	/ɔmɔsɛksɥɛl/
homosexuelles	/ɔmɔsɛksɥɛl/
homosexuels	/ɔmɔsɛksɥɛl/
Honduras	/ʼɔ̃dyʁas/
Hongkong	/ʼɔ̃gkɔ̃g/
hongre	/ʼɔ̃gʁ/
Hongrie	/ʼɔ̃gʁi/
hongrois	/ʼɔ̃gʁwa/
hongroise	/ʼɔ̃gʁwaz/
hongroises	/ʼɔ̃gʁwaz/
honnête	/ɔnɛt/
honnêtement	/ɔnɛtmɑ̃/
honnêtes	/ɔnɛt/
honnêteté	/ɔnɛtte/
honneur	/ɔnœʁ/
honneurs	/ɔnœʁ/
honni	/ʼɔni/
honorable	/ɔnɔʁabl/
honorablement	/ɔnɔʁabləmɑ̃/
honorables	/ɔnɔʁabl/
honoraire	/ɔnɔʁɛʁ/
honoraires	/ɔnɔʁɛʁ/
honorait	/ɔnɔʁɛ/
honorant	/ɔnɔʁɑ̃/
honore	/ɔnɔʁ/
honoré	/ɔnɔʁe/
honorée	/ɔnɔʁe/
honorées	/ɔnɔʁe/
honorent	/ɔnɔʁ/
honorer	/ɔnɔʁe/
honorera	/ɔnɔʁəʁa/
honorerai	/ɔnɔʁəʁɛ/
honoreras	/ɔnɔʁəʁa/
honorerez	/ɔnɔʁəʁe/
honorerons	/ɔnɔʁəʁɔ̃/
honoreront	/ɔnɔʁəʁɔ̃/
honores	/ɔnɔʁ/
honorés	/ɔnɔʁe/
honorez	/ɔnɔʁe/
honorifique	/ɔnɔʁifik/
honorons	/ɔnɔʁɔ̃/
honte	/ʼɔ̃t/
hontes	/ʼɔ̃t/
honteuse	/ʼɔ̃tøz/
honteusement	/ʼɔ̃tøzmɑ̃/
honteuses	/ʼɔ̃tøz/
honteux	/ʼɔ̃tø/
hooligan	/ʼuligan/
hooligans	/ʼuligan/
hop	/ʼɔp/
hôpital	/ɔpital/
hôpitaux	/ɔpito/
hoquet	/ʼɔkɛ/
hoquets	/ʼɔkɛ/
Horace	/ɔʁas/
horaire	/ɔʁɛʁ/
horaires	/ɔʁɛʁ/
horde	/ʼɔʁd/
hordes	/ʼɔʁd/
horizon	/ɔʁizɔ̃/
horizons	/ɔʁizɔ̃/
horizontal	/ɔʁizɔ̃tal/
horizontale	/ɔʁizɔ̃tal/
horizontalement	/ɔʁizɔ̃talmɑ̃/
horizontales	/ɔʁizɔ̃tal/
horizontaux	/ɔʁizɔ̃to/
horloge	/ɔʁlɔʒ/
horloger	/ɔʁlɔʒe/
horlogerie	/ɔʁlɔʒʁi/
horloges	/ɔʁlɔʒ/
hormis	/ʼɔʁmi/
hormonal	/ɔʁmɔnal/
hormonale	/ɔʁmɔnal/
hormonales	/ɔʁmɔnal/
hormonaux	/ɔʁmɔno/
hormone	/ɔʁmɔn/
hormones	/ɔʁmɔn/
Horn	/ʼɔʁn/
horodateur	/ɔʁɔdatœʁ/
horoscope	/ɔʁɔskɔp/
horoscopes	/ɔʁɔskɔp/
horreur	/ɔʁœʁ/
horreurs	/ɔʁœʁ/
horrible	/ɔʁibl/
horriblement	/ɔʁibləmɑ̃/
horribles	/ɔʁibl/
horrifiant	/ɔʁifjɑ̃/
horrifie	/ɔʁifi/
horrifié	/ɔʁifje/
horrifiée	/ɔʁifje/
horrifiés	/ɔʁifje/
horripilant	/ɔʁipilɑ̃/
horripile	/ɔʁipil/
hors	/ʼɔʁ/
hortensia	/ɔʁtɑ̃sja/
hortensias	/ɔʁtɑ̃sja/
horticulteur	/ɔʁtikyltœʁ/
horticulture	/ɔʁtikyltyʁ/
hosanna	/ozana/
hospice	/ɔspis/
hospices	/ɔspis/
hospitalier	/ɔspitalje/
hospitalière	/ɔspitaljɛʁ/
hospitaliers	/ɔspitalje/
hospitalisation	/ɔspitalizasjɔ̃/
hospitalise	/ɔspitaliz/
hospitalisé	/ɔspitalize/
hospitalisée	/ɔspitalize/
hospitaliser	/ɔspitalize/
hospitalisés	/ɔspitalize/
hospitalité	/ɔspitalite/
hostie	/ɔsti/
hosties	/ɔsti/
hostile	/ɔstil/
hostiles	/ɔstil/
hostilité	/ɔstilite/
hostilités	/ɔstilite/
hosto	/ɔsto/
hostos	/ɔsto/
hot	/ʼɔt/
hôte	/ot/
hôtel	/otɛl/
hôtelier	/otəlje/
hôtelière	/otəljɛʁ/
hôtellerie	/otɛlʁi/
hôtels	/otɛl/
hôtes	/ot/
hôtesse	/otɛs/
hôtesses	/otɛs/
hotte	/ʼɔt/
hottentot	/ɔtɑ̃to/
hottentote	/ɔtɑ̃tɔt/
hou	/ʼu/
houblon	/ʼublɔ̃/
houe	/ʼu/
houille	/ʼuj/
houle	/ʼul/
houlette	/ʼulɛt/
houleuse	/ʼuløz/
houleux	/ʼulø/
houmous	/umus/
hourra	/ʼuʁa/
hourras	/ʼuʁa/
house	/aws/
houspiller	/ʼuspije/
housse	/ʼus/
housses	/ʼus/
houx	/ʼu/
hua	/ʼɥa/
huard	/ʼyaʁ/
hublot	/ʼyblo/
hublots	/ʼyblo/
huche	/ʼyʃ/
Hudson	/ytsɔn/
hué	/ʼɥe/
hue	/ʼy/
huée	/ʼɥe/
huées	/ʼɥe/
huent	/ʼy/
huer	/ʼɥe/
huez	/ʼɥe/
huguenot	/ʼygno/
huguenots	/ʼygno/
huile	/ɥil/
huilé	/ɥile/
huilée	/ɥile/
huiler	/ɥile/
huiles	/ɥil/
huilés	/ɥile/
huileuse	/ɥiløz/
huileux	/ɥilø/
huis	/ɥi/
huissier	/ɥisje/
huissiers	/ɥisje/
huit	/ʼɥit/, /ʼɥi/
huitième	/ʼɥitjɛm/
huitièmes	/ʼɥitjɛm/
huître	/ɥitʁ/
huîtres	/ɥitʁ/
hulule	/ʼylyl/
hululement	/ʼylylmɑ̃/
hum	/ʼœm/
huma	/ʼyma/
humain	/ymɛ̃/
humaine	/ymɛn/
humainement	/ymɛnmɑ̃/
humaines	/ymɛn/
humains	/ymɛ̃/
humaniser	/ymanize/
humanisme	/ymanism/
humaniste	/ymanist/
humanistes	/ymanist/
humanitaire	/ymanitɛʁ/
humanitaires	/ymanitɛʁ/
humanité	/ymanite/
humanoïde	/ymanɔid/
humanoïdes	/ymanɔid/
humble	/œ̃bl/
humblement	/œ̃bləmɑ̃/
humbles	/œ̃bl/
hume	/ʼym/
humer	/ʼyme/
humérus	/ymeʁys/
humeur	/ymœʁ/
humeurs	/ymœʁ/
humide	/ymid/
humides	/ymid/
humidificateur	/ymidifikatœʁ/
humidifie	/ymidifi/
humidifier	/ymidifje/
humidité	/ymidite/
humiliait	/ymiljɛ/
humiliant	/ymiljɑ̃/
humiliante	/ymiljɑ̃t/
humiliantes	/ymiljɑ̃t/
humiliants	/ymiljɑ̃/
humiliation	/ymiljasjɔ̃/
humiliations	/ymiljasjɔ̃/
humilie	/ymili/
humilié	/ymilje/
humiliée	/ymilje/
humiliées	/ymilje/
humilient	/ymili/
humilier	/ymilje/
humiliera	/ymiljəʁa/
humilies	/ymili/
humiliés	/ymilje/
humiliez	/ymilje/
humilité	/ymilite/
humoriste	/ymɔʁist/
humoristes	/ymɔʁist/
humoristique	/ymɔʁistik/
humoristiques	/ymɔʁistik/
humour	/ymuʁ/
humus	/ymys/
Hun	/ʼœ̃/
huppé	/ʼype/
huppée	/ʼype/
huppées	/ʼype/
huppés	/ʼype/
hurla	/ʼyʁla/
hurlaient	/ʼyʁlɛ/
hurlais	/ʼyʁlɛ/
hurlait	/ʼyʁlɛ/
hurlant	/ʼyʁlɑ̃/
hurlante	/ʼyʁlɑ̃t/
hurlantes	/ʼyʁlɑ̃t/
hurlants	/ʼyʁlɑ̃/
hurle	/ʼyʁl/
hurlé	/ʼyʁle/
hurlement	/ʼyʁləmɑ̃/
hurlements	/ʼyʁləmɑ̃/
hurlent	/ʼyʁl/
hurler	/ʼyʁle/
hurlera	/ʼyʁləʁa/
hurlerai	/ʼyʁləʁɛ/
hurlerait	/ʼyʁləʁɛ/
hurles	/ʼyʁl/
hurleur	/ʼyʁlœʁ/
hurleurs	/ʼyʁlœʁ/
hurlez	/ʼyʁle/
hurliez	/ʼyʁlje/
hurluberlu	/yʁlybɛʁly/
huron	/ʼyʁɔ̃/
hurons	/ʼyʁɔ̃/
hurrah	/ʼuʁa/
hussard	/ʼysaʁ/
hussards	/ʼysaʁ/
hutte	/ʼyt/
huttes	/ʼyt/
hyacinthe	/jasɛ̃t/
hybridation	/ibʁidasjɔ̃/
hybride	/ibʁid/
hybrides	/ibʁid/
hydratant	/idʁatɑ̃/
hydratante	/idʁatɑ̃t/
hydratation	/idʁatasjɔ̃/
hydrate	/idʁat/
hydraté	/idʁate/
hydratée	/idʁate/
hydrater	/idʁate/
hydrates	/idʁat/
hydraulique	/idʁolik/
hydrauliques	/idʁolik/
hydravion	/idʁavjɔ̃/
hydre	/idʁ/
Hydre	/idʁ/
hydrocarbure	/idʁɔkaʁbyʁ/
hydrocarbures	/idʁɔkaʁbyʁ/
hydrocortisone	/idʁɔkɔʁtizɔn/
hydroélectrique	/idʁɔelɛktʁik/
hydrogène	/idʁɔʒɛn/
hydromel	/idʁɔmɛl/
hydrothérapie	/idʁɔteʁapi/
hydroxyde	/idʁɔksid/
hyène	/jɛn/
hyènes	/jɛn/
hygiène	/iʒjɛn/
hygiénique	/iʒjenik/
hygiéniques	/iʒjenik/
hymen	/imɛn/
hymne	/imn/
hymnes	/imn/
hyper	/ipɛʁ/
hyperactif	/ipɛʁaktif/
hyperactifs	/ipɛʁaktif/
hyperactive	/ipɛʁaktiv/
hyperactivité	/ipɛʁaktivite/
hyperbare	/ipɛʁbaʁ/
hyperbole	/ipɛʁbɔl/
hyperglycémie	/ipɛʁglisemi/
hypermarché	/ipɛʁmaʁʃe/
hypersensibilité	/ipɛʁsɑ̃sibilite/
hypersensible	/ipɛʁsɑ̃sibl/
hypersensibles	/ipɛʁsɑ̃sibl/
hypertendu	/ipɛʁtɑ̃dy/
hypertension	/ipɛʁtɑ̃sjɔ̃/
hyperthyroïdie	/ipɛʁtiʁɔidi/
hypertrophie	/ipɛʁtʁɔfi/
hypertrophié	/ipɛʁtʁɔfje/
hypertrophique	/ipɛʁtʁɔfik/
hypnose	/ipnoz/
hypnotique	/ipnɔtik/
hypnotiques	/ipnɔtik/
hypnotisait	/ipnɔtizɛ/
hypnotisant	/ipnɔtizɑ̃/
hypnotise	/ipnɔtiz/
hypnotisé	/ipnɔtize/
hypnotisée	/ipnɔtize/
hypnotiser	/ipnɔtize/
hypnotisés	/ipnɔtize/
hypnotiseur	/ipnɔtizœʁ/
hypnotisme	/ipnɔtism/
hypoallergénique	/ipɔalɛʁʒenik/
hypocondriaque	/ipɔkɔ̃dʁijak/
hypocondrie	/ipɔkɔ̃dʁi/
hypocrisie	/ipɔkʁizi/
hypocrite	/ipɔkʁit/
hypocrites	/ipɔkʁit/
hypodermique	/ipɔdɛʁmik/
hypoglycémie	/ipɔglisemi/
hypophyse	/ipɔfiz/
hypoplasie	/ipɔplazi/
hypotendu	/ipɔtɑ̃dy/
hypotension	/ipɔtɑ̃sjɔ̃/
hypoténuse	/ipɔtenyz/
hypothalamus	/ipɔtalamys/
hypothécaire	/ipɔtekɛʁ/
hypothécaires	/ipɔtekɛʁ/
hypothèque	/ipɔtɛk/
hypothéquer	/ipɔteke/
hypothèques	/ipɔtɛk/
hypothermie	/ipɔtɛʁmi/
hypothèse	/ipɔtɛz/
hypothèses	/ipɔtɛz/
hypothétique	/ipɔtetik/
hypothétiques	/ipɔtetik/
hystérectomie	/isteʁɛktɔmi/
hystérie	/isteʁi/
hystérique	/isteʁik/
hystériques	/isteʁik/
i	/i/
ibis	/ibis/
Icare	/ikaʁ/
iceberg	/ajsbɛʁg/
icebergs	/ajsbɛʁg/
ici	/isi/
icône	/ikon/
icônes	/ikon/
iconoclaste	/ikɔnɔklast/
iconoclastes	/ikɔnɔklast/
iconographie	/ikɔnɔgʁafi/
ictère	/iktɛʁ/
Idaho	/idao/
idéal	/ideal/
idéale	/ideal/
idéalement	/idealmɑ̃/
idéales	/ideal/
idéalise	/idealiz/
idéalisé	/idealize/
idéalisée	/idealize/
idéaliser	/idealize/
idéalisme	/idealism/
idéaliste	/idealist/
idéalistes	/idealist/
idéaux	/ideo/
idée	/ide/
idées	/ide/
idem	/idɛm/
identifiable	/idɑ̃tifjabl/
identifiables	/idɑ̃tifjabl/
identifiais	/idɑ̃tifjɛ/
identifiait	/idɑ̃tifjɛ/
identifiant	/idɑ̃tifjɑ̃/
identification	/idɑ̃tifikasjɔ̃/
identifications	/idɑ̃tifikasjɔ̃/
identifie	/idɑ̃tifi/
identifié	/idɑ̃tifje/
identifiée	/idɑ̃tifje/
identifiées	/idɑ̃tifje/
identifient	/idɑ̃tifi/
identifier	/idɑ̃tifje/
identifiera	/idɑ̃tifjəʁa/
identifierait	/idɑ̃tifjəʁɛ/
identifieront	/idɑ̃tifjəʁɔ̃/
identifies	/idɑ̃tifi/
identifiés	/idɑ̃tifje/
identifiez	/idɑ̃tifje/
identifions	/idɑ̃tifjɔ̃/
identique	/idɑ̃tik/
identiques	/idɑ̃tik/
identitaire	/idɑ̃titɛʁ/
identité	/idɑ̃tite/
identités	/idɑ̃tite/
idéogramme	/ideɔgʁam/
idéogrammes	/ideɔgʁam/
idéologie	/ideɔlɔʒi/
idéologies	/ideɔlɔʒi/
idéologique	/ideɔlɔʒik/
idéologiques	/ideɔlɔʒik/
idéologue	/ideɔlɔg/
ides	/id/
idiome	/idjom/
idiot	/idjo/
idiote	/idjɔt/
idiotes	/idjɔt/
idiotie	/idjɔsi/
idioties	/idjɔsi/
idiots	/idjo/
idolâtrais	/idɔlatʁɛ/
idolâtrait	/idɔlatʁɛ/
idolâtre	/idɔlatʁ/
idolâtré	/idɔlatʁe/
idolâtrent	/idɔlatʁ/
idolâtrer	/idɔlatʁe/
idolâtres	/idɔlatʁ/
idolâtrie	/idɔlatʁi/
idole	/idɔl/
idoles	/idɔl/
idylle	/idil/
idylles	/idil/
idyllique	/idilik/
if	/if/
Ignace	/iɲas/
igname	/iɲam/
ignames	/iɲam/
ignare	/iɲaʁ/
ignares	/iɲaʁ/
ignifuge	/ignifyʒ/
ignifugé	/ignifyʒe/
ignition	/ignisjɔ̃/
ignoble	/iɲɔbl/
ignobles	/iɲɔbl/
ignominie	/iɲɔmini/
ignora	/iɲɔʁa/
ignorai	/iɲɔʁɛ/
ignoraient	/iɲɔʁɛ/
