a	/a/
ignorais	/iɲɔʁɛ/
ignorait	/iɲɔʁɛ/
ignorance	/iɲɔʁɑ̃s/
ignorant	/iɲɔʁɑ̃/
ignorante	/iɲɔʁɑ̃t/
ignorantes	/iɲɔʁɑ̃t/
ignorants	/iɲɔʁɑ̃/
ignore	/iɲɔʁ/
ignoré	/iɲɔʁe/
ignorée	/iɲɔʁe/
ignorées	/iɲɔʁe/
ignorent	/iɲɔʁ/
ignorer	/iɲɔʁe/
ignorera	/iɲɔʁəʁa/
ignorerai	/iɲɔʁəʁɛ/
ignorerais	/iɲɔʁəʁɛ/
ignorerait	/iɲɔʁəʁɛ/
ignoreras	/iɲɔʁəʁa/
ignoreriez	/iɲɔʁəʁje/
ignoreront	/iɲɔʁəʁɔ̃/
ignores	/iɲɔʁ/
ignorés	/iɲɔʁe/
ignorez	/iɲɔʁe/
ignoriez	/iɲɔʁje/
ignorions	/iɲɔʁjɔ̃/
ignorons	/iɲɔʁɔ̃/
iguane	/igwan/
iguanes	/igwan/
il	/il/
île	/il/
îles	/il/
Iliade	/iljad/
iliaque	/iljak/
illégal	/ileɡal/
illégale	/ileɡal/
illégalement	/ileɡalmɑ̃/
illégales	/ileɡal/
illégalité	/ileɡalite/
illégaux	/ilego/
illégitime	/ileʒitim/
illégitimes	/ileʒitim/
illettré	/iletʁe/
illettrée	/iletʁe/
illettrés	/iletʁe/
illettrisme	/iletʁism/
illicite	/ilisit/
illicites	/ilisit/
illico	/iliko/
illimité	/ilimite/
illimitée	/ilimite/
illimitées	/ilimite/
illimités	/ilimite/
Illinois	/ilinwa/
illisible	/ilizibl/
illisibles	/ilizibl/
illogique	/ilɔʒik/
illogiques	/ilɔʒik/
illuminait	/ilyminɛ/
illuminant	/ilyminɑ̃/
illumination	/ilyminasjɔ̃/
illuminations	/ilyminasjɔ̃/
illumine	/ilymin/
illuminé	/ilymine/
illuminée	/ilymine/
illuminées	/ilymine/
illuminent	/ilymin/
illuminer	/ilymine/
illuminera	/ilyminəʁa/
illumines	/ilymin/
illuminés	/ilymine/
illuminez	/ilymine/
illusion	/ilyzjɔ̃/
illusionniste	/ilyzjɔnist/
illusionnistes	/ilyzjɔnist/
illusions	/ilyzjɔ̃/
illusoire	/ilyzwaʁ/
illustrant	/ilystʁɑ̃/
illustrateur	/ilystʁatœʁ/
illustration	/ilystʁasjɔ̃/
illustrations	/ilystʁasjɔ̃/
illustratrice	/ilystʁatʁis/
illustre	/ilystʁ/
illustré	/ilystʁe/
illustrée	/ilystʁe/
illustrées	/ilystʁe/
illustrent	/ilystʁ/
illustrer	/ilystʁe/
illustres	/ilystʁ/
illustrés	/ilystʁe/
illustrissime	/ilystʁisim/
îlot	/ilo/
îlots	/ilo/
ils	/il/
image	/imaʒ/
imagé	/imaʒe/
imagerie	/imaʒʁi/
images	/imaʒ/
imagina	/imaʒina/
imaginable	/imaʒinabl/
imaginables	/imaʒinabl/
imaginaient	/imaʒinɛ/
imaginaire	/imaʒinɛʁ/
imaginaires	/imaʒinɛʁ/
imaginais	/imaʒinɛ/
imaginait	/imaʒinɛ/
imaginant	/imaʒinɑ̃/
imaginatif	/imaʒinatif/
imaginatifs	/imaʒinatif/
imagination	/imaʒinasjɔ̃/
imaginations	/imaʒinasjɔ̃/
imaginative	/imaʒinativ/
imagine	/imaʒin/
imaginé	/imaʒine/
imaginée	/imaʒine/
imaginées	/imaʒine/
imaginent	/imaʒin/
imaginer	/imaʒine/
imaginerai	/imaʒinəʁɛ/
imaginerais	/imaʒinəʁɛ/
imaginerait	/imaʒinəʁɛ/
imaginerez	/imaʒinəʁe/
imagines	/imaʒin/
imaginés	/imaʒine/
imaginez	/imaʒine/
imaginiez	/imaʒinje/
imaginions	/imaʒinjɔ̃/
imaginons	/imaʒinɔ̃/
imam	/imam/
imams	/imam/
imbattable	/ɛ̃batabl/
imbattables	/ɛ̃batabl/
imbécile	/ɛ̃besil/
imbéciles	/ɛ̃besil/
imbécillité	/ɛ̃besilite/
imbécillités	/ɛ̃besilite/
imberbe	/ɛ̃bɛʁb/
imberbes	/ɛ̃bɛʁb/
imbibe	/ɛ̃bib/
imbibé	/ɛ̃bibe/
imbibée	/ɛ̃bibe/
imbibées	/ɛ̃bibe/
imbiber	/ɛ̃bibe/
imbibés	/ɛ̃bibe/
imbriquent	/ɛ̃bʁik/
imbriqués	/ɛ̃bʁike/
imbroglio	/ɛ̃bʁɔljo/, /ɛ̃bʁɔgljo/
imbu	/ɛ̃by/
imbus	/ɛ̃by/
imbuvable	/ɛ̃byvabl/
imitaient	/imitɛ/
imitais	/imitɛ/
imitait	/imitɛ/
imitant	/imitɑ̃/
imitateur	/imitatœʁ/
imitateurs	/imitatœʁ/
imitation	/imitasjɔ̃/
imitations	/imitasjɔ̃/
imitatrice	/imitatʁis/
imite	/imit/
imité	/imite/
imitée	/imite/
imitent	/imit/
imiter	/imite/
imites	/imit/
imitez	/imite/
imitons	/imitɔ̃/
immaculé	/imakyle/
immaculée	/imakyle/
immaculées	/imakyle/
immaculés	/imakyle/
immangeable	/ɛ̃mɑ̃ʒabl/
immangeables	/ɛ̃mɑ̃ʒabl/
immanquable	/ɛ̃mɑ̃kabl/
immanquablement	/ɛ̃mɑ̃kabləmɑ̃/
immatériel	/imateʁjɛl/
immatriculation	/imatʁikylasjɔ̃/
immatriculations	/imatʁikylasjɔ̃/
immatriculé	/imatʁikyle/
immatriculée	/imatʁikyle/
immature	/imatyʁ/
immatures	/imatyʁ/
immaturité	/imatyʁite/
immédiat	/imedja/
immédiate	/imedjat/
immédiatement	/imedjatmɑ̃/
immédiates	/imedjat/
immédiats	/imedja/
immémoriaux	/imemɔʁjo/
immense	/imɑ̃s/
immensément	/imɑ̃semɑ̃/
immenses	/imɑ̃s/
immensité	/imɑ̃site/
immergé	/imɛʁʒe/
immergée	/imɛʁʒe/
immerger	/imɛʁʒe/
immergés	/imɛʁʒe/
imméritée	/imeʁite/
immersion	/imɛʁsjɔ̃/
immeuble	/imœbl/
immeubles	/imœbl/
immigrant	/imigʁɑ̃/
immigrante	/imigʁɑ̃t/
immigrants	/imigʁɑ̃/
immigration	/imigʁasjɔ̃/
immigré	/imigʁe/
immigrée	/imigʁe/
immigrer	/imigʁe/
immigrés	/imigʁe/
imminence	/iminɑ̃s/
imminent	/iminɑ̃/
imminente	/iminɑ̃t/
imminentes	/iminɑ̃t/
imminents	/iminɑ̃/
immisce	/imis/
immiscé	/imise/
immiscée	/imise/
immiscent	/imis/
immiscer	/imise/
immisces	/imis/
immobile	/imɔbil/
immobiles	/imɔbil/
immobilier	/imɔbilje/
immobilière	/imɔbiljɛʁ/
immobilières	/imɔbiljɛʁ/
immobiliers	/imɔbilje/
immobilisation	/imɔbilizasjɔ̃/
immobilise	/imɔbiliz/
immobilisé	/imɔbilize/
immobilisée	/imɔbilize/
immobiliser	/imɔbilize/
immobilisés	/imɔbilize/
immobilisez	/imɔbilize/
immobilité	/imɔbilite/
immolation	/imɔlasjɔ̃/
immole	/imɔl/
immolé	/imɔle/
immoler	/imɔle/
immonde	/imɔ̃d/
immondes	/imɔ̃d/
immondices	/imɔ̃dis/
immoral	/imɔʁal/
immorale	/imɔʁal/
immorales	/imɔʁal/
immoralité	/imɔʁalite/
immoraux	/imɔʁo/
immortalise	/imɔʁtaliz/
immortalisé	/imɔʁtalize/
immortaliser	/imɔʁtalize/
immortalité	/imɔʁtalite/
immortel	/imɔʁtɛl/
immortelle	/imɔʁtɛl/
immortelles	/imɔʁtɛl/
immortels	/imɔʁtɛl/
immuable	/imɥabl/
immuables	/imɥabl/
immunisation	/imynizasjɔ̃/
immunisé	/imynize/
immunisée	/imynize/
immunisées	/imynize/
immuniser	/imynize/
immunisés	/imynize/
immunitaire	/imynitɛʁ/
immunitaires	/imynitɛʁ/
immunité	/imynite/
immunités	/imynite/
immunoglobuline	/imynɔglɔbylin/
immunoglobulines	/imynɔglɔbylin/
impact	/ɛ̃pakt/
impacts	/ɛ̃pakt/
impair	/ɛ̃pɛʁ/
impairs	/ɛ̃pɛʁ/
impala	/impala/
impalpable	/ɛ̃palpabl/
imparable	/ɛ̃paʁabl/
imparables	/ɛ̃paʁabl/
impardonnable	/ɛ̃paʁdɔnabl/
impardonnables	/ɛ̃paʁdɔnabl/
imparfait	/ɛ̃paʁfɛ/
imparfaite	/ɛ̃paʁfɛt/
imparfaites	/ɛ̃paʁfɛt/
imparfaits	/ɛ̃paʁfɛ/
imparti	/ɛ̃paʁti/
impartial	/ɛ̃paʁsjal/
impartiale	/ɛ̃paʁsjal/
impartialité	/ɛ̃paʁsjalite/
impartiaux	/ɛ̃paʁsjo/
impasse	/ɛ̃pas/
impasses	/ɛ̃pas/
impassible	/ɛ̃pasibl/
impassibles	/ɛ̃pasibl/
impatiemment	/ɛ̃pasjamɑ̃/
impatience	/ɛ̃pasjɑ̃s/
impatient	/ɛ̃pasjɑ̃/
impatientait	/ɛ̃pasjɑ̃tɛ/
impatiente	/ɛ̃pasjɑ̃t/
impatientent	/ɛ̃pasjɑ̃t/
impatienter	/ɛ̃pasjɑ̃te/
impatientes	/ɛ̃pasjɑ̃t/
impatientez	/ɛ̃pasjɑ̃te/
impatients	/ɛ̃pasjɑ̃/
impayable	/ɛ̃pɛjabl/
impayé	/ɛ̃pɛje/
impayée	/ɛ̃pɛje/
impayées	/ɛ̃pɛje/
impayés	/ɛ̃pɛje/
impec	/ɛ̃pɛk/
impeccable	/ɛ̃pekabl/
impeccablement	/ɛ̃pekabləmɑ̃/
impeccables	/ɛ̃pekabl/
impénétrable	/ɛ̃penetʁabl/
impénétrables	/ɛ̃penetʁabl/
impénitent	/ɛ̃penitɑ̃/
impensable	/ɛ̃pɑ̃sabl/
impensables	/ɛ̃pɑ̃sabl/
imper	/ɛ̃pɛʁ/
impératif	/ɛ̃peʁatif/
impératifs	/ɛ̃peʁatif/
impérative	/ɛ̃peʁativ/
impérativement	/ɛ̃peʁativmɑ̃/
impératrice	/ɛ̃peʁatʁis/
imperceptible	/ɛ̃pɛʁsɛptibl/
imperceptibles	/ɛ̃pɛʁsɛptibl/
imperfection	/ɛ̃pɛʁfɛksjɔ̃/
imperfections	/ɛ̃pɛʁfɛksjɔ̃/
impérial	/ɛ̃peʁjal/
impériale	/ɛ̃peʁjal/
impériales	/ɛ̃peʁjal/
impérialisme	/ɛ̃peʁjalism/
impérialiste	/ɛ̃peʁjalist/
impérialistes	/ɛ̃peʁjalist/
impériaux	/ɛ̃peʁjo/
impérieuse	/ɛ̃peʁjøz/
impérieux	/ɛ̃peʁjø/
impérissable	/ɛ̃peʁisabl/
imperméable	/ɛ̃pɛʁmeabl/
imperméables	/ɛ̃pɛʁmeabl/
impers	/ɛ̃pɛʁ/
impersonnel	/ɛ̃pɛʁsɔnɛl/
impersonnelle	/ɛ̃pɛʁsɔnɛl/
impertinence	/ɛ̃pɛʁtinɑ̃s/
impertinent	/ɛ̃pɛʁtinɑ̃/
impertinente	/ɛ̃pɛʁtinɑ̃t/
impertinents	/ɛ̃pɛʁtinɑ̃/
imperturbable	/ɛ̃pɛʁtyʁbabl/
impétigo	/ɛ̃petigo/
impétueuse	/ɛ̃petɥøz/
impétueux	/ɛ̃petɥø/
impétuosité	/ɛ̃petɥozite/
impie	/ɛ̃pi/
impies	/ɛ̃pi/
impiété	/ɛ̃pjete/
impitoyable	/ɛ̃pitwajabl/
impitoyablement	/ɛ̃pitwajabləmɑ̃/
impitoyables	/ɛ̃pitwajabl/
implacable	/ɛ̃plakabl/
implacablement	/ɛ̃plakabləmɑ̃/
implacables	/ɛ̃plakabl/
implant	/ɛ̃plɑ̃/
implantation	/ɛ̃plɑ̃tasjɔ̃/
implantations	/ɛ̃plɑ̃tasjɔ̃/
implante	/ɛ̃plɑ̃t/
implanté	/ɛ̃plɑ̃te/
implantée	/ɛ̃plɑ̃te/
implantées	/ɛ̃plɑ̃te/
implantent	/ɛ̃plɑ̃t/
implanter	/ɛ̃plɑ̃te/
implantés	/ɛ̃plɑ̃te/
implants	/ɛ̃plɑ̃/
implication	/ɛ̃plikasjɔ̃/
implications	/ɛ̃plikasjɔ̃/
implicite	/ɛ̃plisit/
implicitement	/ɛ̃plisitmɑ̃/
impliquaient	/ɛ̃plikɛ/
impliquais	/ɛ̃plikɛ/
impliquait	/ɛ̃plikɛ/
impliquant	/ɛ̃plikɑ̃/
implique	/ɛ̃plik/
impliqué	/ɛ̃plike/
impliquée	/ɛ̃plike/
impliquées	/ɛ̃plike/
impliquent	/ɛ̃plik/
impliquer	/ɛ̃plike/
impliquera	/ɛ̃plikəʁa/
impliquerai	/ɛ̃plikəʁɛ/
impliquerais	/ɛ̃plikəʁɛ/
impliquerait	/ɛ̃plikəʁɛ/
impliques	/ɛ̃plik/
impliqués	/ɛ̃plike/
impliquez	/ɛ̃plike/
impliquons	/ɛ̃plikɔ̃/
implorait	/ɛ̃plɔʁɛ/
implorant	/ɛ̃plɔʁɑ̃/
implore	/ɛ̃plɔʁ/
imploré	/ɛ̃plɔʁe/
implorent	/ɛ̃plɔʁ/
implorer	/ɛ̃plɔʁe/
implores	/ɛ̃plɔʁ/
implorez	/ɛ̃plɔʁe/
implorons	/ɛ̃plɔʁɔ̃/
implose	/ɛ̃ploz/
implosé	/ɛ̃ploze/
imploser	/ɛ̃ploze/
implosion	/ɛ̃plozjɔ̃/
impoli	/ɛ̃pɔli/
impolis	/ɛ̃pɔli/
impolitesse	/ɛ̃pɔlitɛs/
impondérables	/ɛ̃pɔ̃deʁabl/
impopulaire	/ɛ̃pɔpylɛʁ/
impopulaires	/ɛ̃pɔpylɛʁ/
importaient	/ɛ̃pɔʁtɛ/
importait	/ɛ̃pɔʁtɛ/
importance	/ɛ̃pɔʁtɑ̃s/
important	/ɛ̃pɔʁtɑ̃/
importante	/ɛ̃pɔʁtɑ̃t/
importantes	/ɛ̃pɔʁtɑ̃t/
importants	/ɛ̃pɔʁtɑ̃/
importateur	/ɛ̃pɔʁtatœʁ/
importateurs	/ɛ̃pɔʁtatœʁ/
importation	/ɛ̃pɔʁtasjɔ̃/
importations	/ɛ̃pɔʁtasjɔ̃/
importe	/ɛ̃pɔʁt/
importé	/ɛ̃pɔʁte/
importée	/ɛ̃pɔʁte/
importées	/ɛ̃pɔʁte/
importent	/ɛ̃pɔʁt/
importer	/ɛ̃pɔʁte/
importera	/ɛ̃pɔʁtəʁa/
importerait	/ɛ̃pɔʁtəʁɛ/
importes	/ɛ̃pɔʁt/
importés	/ɛ̃pɔʁte/
importez	/ɛ̃pɔʁte/
importons	/ɛ̃pɔʁtɔ̃/
importun	/ɛ̃pɔʁtœ̃/
importune	/ɛ̃pɔʁtyn/
importuné	/ɛ̃pɔʁtyne/
importunée	/ɛ̃pɔʁtyne/
importuner	/ɛ̃pɔʁtyne/
importunerai	/ɛ̃pɔʁtynəʁɛ/
importunes	/ɛ̃pɔʁtyn/
importunez	/ɛ̃pɔʁtyne/
importuns	/ɛ̃pɔʁtœ̃/
imposa	/ɛ̃poza/
imposable	/ɛ̃pozabl/
imposables	/ɛ̃pozabl/
imposaient	/ɛ̃pozɛ/
imposais	/ɛ̃pozɛ/
imposait	/ɛ̃pozɛ/
imposant	/ɛ̃pozɑ̃/
imposante	/ɛ̃pozɑ̃t/
imposantes	/ɛ̃pozɑ̃t/
imposants	/ɛ̃pozɑ̃/
impose	/ɛ̃poz/
imposé	/ɛ̃poze/
imposée	/ɛ̃poze/
imposées	/ɛ̃poze/
imposent	/ɛ̃poz/
imposer	/ɛ̃poze/
imposera	/ɛ̃pozəʁa/
imposerai	/ɛ̃pozəʁɛ/
imposerait	/ɛ̃pozəʁɛ/
imposes	/ɛ̃poz/
imposés	/ɛ̃poze/
imposez	/ɛ̃poze/
imposition	/ɛ̃pozisjɔ̃/
imposons	/ɛ̃pozɔ̃/
impossibilité	/ɛ̃pɔsibilite/
impossible	/ɛ̃pɔsibl/
impossibles	/ɛ̃pɔsibl/
imposteur	/ɛ̃pɔstœʁ/
imposteurs	/ɛ̃pɔstœʁ/
imposture	/ɛ̃pɔstyʁ/
impôt	/ɛ̃po/
impotence	/ɛ̃pɔtɑ̃s/
impotent	/ɛpɔtɑ̃/
impotente	/ɛpɔtɑ̃t/
impôts	/ɛ̃po/
impraticable	/ɛ̃pʁatikabl/
impraticables	/ɛ̃pʁatikabl/
imprécis	/ɛ̃pʁesi/
imprécise	/ɛ̃pʁesiz/
imprégner	/ɛ̃pʁeɲe/
imprenable	/ɛ̃pʁənabl/
impresario	/ɛ̃pʁesaʁjo/
imprésario	/ɛ̃pʁesaʁjo/
impression	/ɛ̃pʁesjɔ̃/
impressionnable	/ɛ̃pʁesjɔnabl/
impressionnables	/ɛ̃pʁesjɔnabl/
impressionnait	/ɛ̃pʁesjɔnɛ/
impressionnant	/ɛ̃pʁesjɔnɑ̃/
impressionnante	/ɛ̃pʁesjɔnɑ̃t/
impressionnantes	/ɛ̃pʁesjɔnɑ̃t/
impressionnants	/ɛ̃pʁesjɔnɑ̃/
impressionne	/ɛ̃pʁesjɔn/
impressionné	/ɛ̃pʁesjɔne/
impressionnée	/ɛ̃pʁesjɔne/
impressionnées	/ɛ̃pʁesjɔne/
impressionnent	/ɛ̃pʁesjɔn/
impressionner	/ɛ̃pʁesjɔne/
impressionnera	/ɛ̃pʁesjɔnəʁa/
impressionnerait	/ɛ̃pʁesjɔnəʁɛ/
impressionnes	/ɛ̃pʁesjɔn/
impressionnés	/ɛ̃pʁesjɔne/
impressionnez	/ɛ̃pʁesjɔne/
impressionnisme	/ɛ̃pʁesjɔnism/
impressionniste	/ɛ̃pʁesjɔnist/
impressionnistes	/ɛ̃pʁesjɔnist/
impressions	/ɛ̃pʁesjɔ̃/
imprévisibilité	/ɛ̃pʁevizibilite/
imprévisible	/ɛ̃pʁevizibl/
imprévisibles	/ɛ̃pʁevizibl/
imprévu	/ɛ̃pʁevy/
imprévus	/ɛ̃pʁevy/
imprimait	/ɛ̃pʁimɛ/
imprimant	/ɛ̃pʁimɑ̃/
imprimante	/ɛ̃pʁimɑ̃t/
imprimantes	/ɛ̃pʁimɑ̃t/
imprime	/ɛ̃pʁim/
imprimé	/ɛ̃pʁime/
imprimée	/ɛ̃pʁime/
imprimées	/ɛ̃pʁime/
impriment	/ɛ̃pʁim/
imprimer	/ɛ̃pʁime/
imprimera	/ɛ̃pʁiməʁa/
imprimerai	/ɛ̃pʁiməʁɛ/
imprimerie	/ɛ̃pʁimʁi/
imprimes	/ɛ̃pʁim/
imprimés	/ɛ̃pʁime/
imprimeur	/ɛ̃pʁimœʁ/
imprimeurs	/ɛ̃pʁimœʁ/
imprimez	/ɛ̃pʁime/
imprimons	/ɛ̃pʁimɔ̃/
improbabilité	/ɛ̃pʁɔbabilite/
improbable	/ɛ̃pʁɔbabl/
improbables	/ɛ̃pʁɔbabl/
improductif	/ɛ̃pʁɔdyktif/
impromptu	/ɛ̃pʁɔ̃pty/
imprononçable	/ɛ̃pʁɔnɔ̃sabl/
impropre	/ɛ̃pʁɔpʁ/
improvisais	/ɛ̃pʁɔvizɛ/
improvisait	/ɛ̃pʁɔvizɛ/
improvisation	/ɛ̃pʁɔvizasjɔ̃/
improvisations	/ɛ̃pʁɔvizasjɔ̃/
improvise	/ɛ̃pʁɔviz/
improvisé	/ɛ̃pʁɔvize/
improvisée	/ɛ̃pʁɔvize/
improvisées	/ɛ̃pʁɔvize/
improvisent	/ɛ̃pʁɔviz/
improviser	/ɛ̃pʁɔvize/
improvisera	/ɛ̃pʁɔvizəʁa/
improviserai	/ɛ̃pʁɔvizəʁɛ/
improvises	/ɛ̃pʁɔviz/
improvisés	/ɛ̃pʁɔvize/
improvisez	/ɛ̃pʁɔvize/
improvisons	/ɛ̃pʁɔvizɔ̃/
improviste	/ɛ̃pʁɔvist/
imprudemment	/ɛ̃pʁydamɑ̃/
imprudence	/ɛ̃pʁydɑ̃s/
imprudences	/ɛ̃pʁydɑ̃s/
imprudent	/ɛ̃pʁydɑ̃/
imprudente	/ɛ̃pʁydɑ̃t/
imprudentes	/ɛ̃pʁydɑ̃t/
imprudents	/ɛ̃pʁydɑ̃/
impudence	/ɛ̃pydɑ̃s/
impudent	/ɛ̃pydɑ̃/
impudente	/ɛ̃pydɑ̃t/
impudeur	/ɛ̃pydœʁ/
impudique	/ɛ̃pydik/
impuissance	/ɛ̃pɥisɑ̃s/
impuissant	/ɛ̃pɥisɑ̃/
impuissante	/ɛ̃pɥisɑ̃t/
impuissantes	/ɛ̃pɥisɑ̃t/
impuissants	/ɛ̃pɥisɑ̃/
impulsif	/ɛ̃pylsif/
impulsifs	/ɛ̃pylsif/
impulsion	/ɛ̃pylsjɔ̃/
impulsions	/ɛ̃pylsjɔ̃/
impulsive	/ɛ̃pylsiv/
impulsivement	/ɛ̃pylsivmɑ̃/
impulsives	/ɛ̃pylsiv/
impulsivité	/ɛ̃pylsivite/
impunément	/ɛ̃pynemɑ̃/
impuni	/ɛ̃pyni/
impunis	/ɛ̃pyni/
impunité	/ɛ̃pynite/
impur	/ɛ̃pyʁ/
impureté	/ɛ̃pyʁte/
impuretés	/ɛ̃pyʁte/
impurs	/ɛ̃pyʁ/
impute	/ɛ̃pyt/
imputé	/ɛ̃pyte/
imputer	/ɛ̃pyte/
in	/in/
inabordable	/inabɔʁdabl/
inacceptable	/inaksɛptabl/
inacceptables	/inaksɛptabl/
inaccessible	/inaksesibl/
inaccessibles	/inaksesibl/
inachevé	/inaʃve/
inachevée	/inaʃve/
inachevées	/inaʃve/
inachevés	/inaʃve/
inactif	/inaktif/
inactifs	/inaktif/
inaction	/inaksjɔ̃/
inactive	/inaktiv/
inactives	/inaktiv/
inactivité	/inaktivite/
inadapté	/inadapte/
inadaptée	/inadapte/
inadaptées	/inadapte/
inadaptés	/inadapte/
inadéquat	/inadekwa/
inadéquate	/inadekwat/
inadmissible	/inadmisibl/
inadmissibles	/inadmisibl/
inadvertance	/inadvɛʁtɑ̃s/
inaliénable	/inaljenabl/
inaliénables	/inaljenabl/
inaltérable	/inalteʁabl/
inamical	/inamikal/
inanimé	/inanime/
inanimée	/inanime/
inanimés	/inanime/
inanition	/inanisjɔ̃/
inaperçu	/inapɛʁsy/
inaperçus	/inapɛʁsy/
inapplicable	/inaplikabl/
inapproprié	/inapʁɔpʁije/
inappropriée	/inapʁɔpʁije/
inappropriées	/inapʁɔpʁije/
inappropriés	/inapʁɔpʁije/
inapte	/inapt/
inaptes	/inapt/
inaptitude	/inaptityd/
inassouvi	/inasuvi/
inattaquable	/inatakabl/
inattendu	/inatɑ̃dy/
inattendus	/inatɑ̃dy/
inattention	/inatɑ̃sjɔ̃/
inaudible	/inodibl/
inaudibles	/inodibl/
inaugural	/inogyʁal/
inaugurale	/inogyʁal/
inauguration	/inogyʁasjɔ̃/
inaugurations	/inogyʁasjɔ̃/
inaugure	/inogyʁ/
inauguré	/inogyʁe/
inaugurée	/inogyʁe/
inaugurer	/inogyʁe/
inaugurons	/inogyʁɔ̃/
inavouable	/inavwabl/
inavouables	/inavwabl/
inca	/ɛ̃ka/
incalculable	/ɛ̃kalkylabl/
incalculables	/ɛ̃kalkylabl/
incandescent	/ɛ̃kɑ̃desɑ̃/
incandescente	/ɛ̃kɑ̃desɑ̃t/
incantation	/ɛ̃kɑ̃tasjɔ̃/
incantations	/ɛ̃kɑ̃tasjɔ̃/
incapable	/ɛ̃kapabl/
incapables	/ɛ̃kapabl/
incapacité	/ɛ̃kapasite/
incarcération	/ɛ̃kaʁseʁasjɔ̃/
incarcéré	/ɛ̃kaʁseʁe/
incarcérée	/ɛ̃kaʁseʁe/
incarcérer	/ɛ̃kaʁseʁe/
incarcérés	/ɛ̃kaʁseʁe/
incarnait	/ɛ̃kaʁnɛ/
incarnant	/ɛ̃kaʁnɑ̃/
incarnation	/ɛ̃kaʁnasjɔ̃/
incarnations	/ɛ̃kaʁnasjɔ̃/
incarne	/ɛ̃kaʁn/
incarné	/ɛ̃kaʁne/
incarnée	/ɛ̃kaʁne/
incarnent	/ɛ̃kaʁn/
incarner	/ɛ̃kaʁne/
incarnes	/ɛ̃kaʁn/
incarnés	/ɛ̃kaʁne/
incarnez	/ɛ̃kaʁne/
incartade	/ɛ̃kaʁtad/
incas	/ɛ̃ka/
incassable	/ɛ̃kasabl/
incassables	/ɛ̃kasabl/
incendiaire	/ɛ̃sɑ̃djɛʁ/
incendiaires	/ɛ̃sɑ̃djɛʁ/
incendiant	/ɛ̃sɑ̃djɑ̃/
incendie	/ɛ̃sɑ̃di/
incendié	/ɛ̃sɑ̃dje/
incendiée	/ɛ̃sɑ̃dje/
incendiées	/ɛ̃sɑ̃dje/
incendient	/ɛ̃sɑ̃di/
incendier	/ɛ̃sɑ̃dje/
incendies	/ɛ̃sɑ̃di/
incendiés	/ɛ̃sɑ̃dje/
incendiez	/ɛ̃sɑ̃dje/
incertain	/ɛ̃sɛʁtɛ̃/
incertaine	/ɛ̃sɛʁtɛn/
incertaines	/ɛ̃sɛʁtɛn/
incertains	/ɛ̃sɛʁtɛ̃/
incertitude	/ɛ̃sɛʁtityd/
incertitudes	/ɛ̃sɛʁtityd/
incessamment	/ɛ̃sesamɑ̃/
incessant	/ɛ̃sesɑ̃/
incessante	/ɛ̃sesɑ̃t/
incessantes	/ɛ̃sesɑ̃t/
incessants	/ɛ̃sesɑ̃/
inceste	/ɛ̃sɛst/
incestueuse	/ɛ̃sɛstɥøz/
incestueux	/ɛ̃sɛstɥø/
inchangé	/ɛ̃ʃɑ̃ʒe/
inchangée	/ɛ̃ʃɑ̃ʒe/
inchangées	/ɛ̃ʃɑ̃ʒe/
inchangés	/ɛ̃ʃɑ̃ʒe/
incidemment	/ɛ̃sidamɑ̃/
incidence	/ɛ̃sidɑ̃s/
incidences	/ɛ̃sidɑ̃s/
incident	/ɛ̃sidɑ̃/
incidents	/ɛ̃sidɑ̃/
incinérateur	/ɛ̃sineʁatœʁ/
incinération	/ɛ̃sineʁasjɔ̃/
incinéré	/ɛ̃sineʁe/
incinère	/ɛ̃sinɛʁ/
incinérée	/ɛ̃sineʁe/
incinérer	/ɛ̃sineʁe/
incinérés	/ɛ̃sineʁe/
incise	/ɛ̃siz/
incisé	/ɛ̃size/
inciser	/ɛ̃size/
incisez	/ɛ̃size/
incisif	/ɛ̃sizif/
incision	/ɛ̃sizjɔ̃/
incisions	/ɛ̃sizjɔ̃/
incisive	/ɛ̃siziv/
incisives	/ɛ̃siziv/
incitait	/ɛ̃sitɛ/
incitant	/ɛ̃sitɑ̃/
incitation	/ɛ̃sitasjɔ̃/
incite	/ɛ̃sit/
incité	/ɛ̃site/
incitée	/ɛ̃site/
incitent	/ɛ̃sit/
inciter	/ɛ̃site/
incitera	/ɛ̃sitəʁa/
inciterait	/ɛ̃sitəʁɛ/
incites	/ɛ̃sit/
incités	/ɛ̃site/
incitez	/ɛ̃site/
inclinable	/ɛ̃klinabl/
inclinaison	/ɛ̃klinɛzɔ̃/
inclinant	/ɛ̃klinɑ̃/
inclination	/ɛ̃klinasjɔ̃/
inclinations	/ɛ̃klinasjɔ̃/
incline	/ɛ̃klin/
incliné	/ɛ̃kline/
inclinée	/ɛ̃kline/
inclinent	/ɛ̃klin/
incliner	/ɛ̃kline/
inclinera	/ɛ̃klinəʁa/
inclinerai	/ɛ̃klinəʁɛ/
inclines	/ɛ̃klin/
inclinés	/ɛ̃kline/
inclinez	/ɛ̃kline/
inclinons	/ɛ̃klinɔ̃/
inclure	/ɛ̃klyʁ/
inclus	/ɛ̃kly/
incluse	/ɛ̃klyz/
incluses	/ɛ̃klyz/
inclusion	/ɛ̃klyzjɔ̃/
incognito	/ɛ̃kɔɲito/
incohérence	/ɛ̃kɔeʁɑ̃s/
